Id,BIRTHDATE,SSN,DRIVERS,PASSPORT,FIRST,LAST,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP
a807c515-9770-2093-e11a-3e3c196fd5b0,01/01/1970,999-63-6866,,,Arlie,Gleason,white,nonhispanic,M,Canadice  New York  US,353 Fadel Course Unit 63,New York,New York,Richmond County,36047,11226
916a12bf-a390-1c32-4104-4826dca2404c,01/01/1970,999-12-2666,S99992085,X52994677X,Shantell,Schiller,black,nonhispanic,F,New York  New York  US,263 Bergnaum Route,New York,New York,Richmond County,36005,10460
ac23d517-73d1-e643-cb65-33dfce7ce9ae,01/01/1970,999-79-3561,S99938905,X3704000X,Julio,Guajardo,white,hispanic,M,Puebla  Puebla  MX,146 Ward Orchard,New York,New York,Richmond County,34017,10004
86170a55-0c5b-a681-8d84-9b1f1d524686,01/01/1970,999-31-6144,S99942651,X8737814X,Terry,Satterfield,white,nonhispanic,F,New York  New York  US,352 Hirthe Pathway,New York,New York,Richmond County,36061,10154
ff3ee7fb-1ca8-e811-003e-a973dbead925,01/01/1970,999-60-6845,S99967443,X7540045X,Conrad,Jacobs,white,nonhispanic,M,Franklin Square  New York  US,608 Corkery Passage Suite 7,New York,New York,Richmond County,36005,10464
6648d6d9-cd44-9e2a-0c7c-af7f59459d86,01/01/1970,999-48-7729,,,Deeann,Jones,white,hispanic,F,New York  New York  US,503 Purdy Club Suite 56,New York,New York,Richmond County,36081,11370
a6ed4766-e209-6b05-f06e-7a3444310785,01/01/1970,999-78-6897,S99944742,,Renetta,Kiehn,black,nonhispanic,F,New York  New York  US,109 Dietrich Vista,New York,New York,Richmond County,36061,10174
d0d6ffdb-3460-e618-43ba-bf6099c40b6c,01/01/1970,999-98-2372,,,Lucie,Champlin,white,nonhispanic,F,Oswego  New York  US,581 Bahringer Path,New York,New York,Richmond County,36081,11432
e00932f7-82d1-0c83-56cb-0550df208b32,01/01/1970,999-46-3416,S99952898,X76466283X,Karin,Cruickshank,black,nonhispanic,F,Bay Shore  New York  US,941 Collier Forge,New York,New York,Richmond County,36047,11217
4409fc26-41d3-3b6d-8a6d-7f7a2b3cdea2,01/01/1970,999-68-7886,,,Magdalena,Vela,asian,hispanic,F,Caracas  Capital District  VE,559 Gutkowski Trailer,New York,New York,Richmond County,36081,11367
f6a7fe63-f69c-cad8-c0eb-3388ef53a410,01/01/1970,999-51-6318,S99982556,X88128638X,Jessie,O'Connell,white,nonhispanic,F,New York  New York  US,356 Ebert Divide Suite 86,New York,New York,Richmond County,36081,11368
c00d1deb-5c5f-c532-2fe1-0bbc481e9c1d,01/01/1970,999-84-7841,S99913149,X60018691X,Mariano,Greenfelder,black,nonhispanic,M,New York  New York  US,905 Pouros Trace Apt 58,New York,New York,Richmond County,36061,10026
81956ffc-ac77-f500-e8d9-67ef7ecd68c4,01/01/1970,999-49-4090,S99953891,X43504637X,Marcelino,Lubowit,white,nonhispanic,M,Rochester  New York  US,737 Wiza Skyway,New York,New York,Richmond County,36081,11418
4d939ba2-1c7e-6d4b-124f-3b5cd707bb94,01/01/1970,999-40-8184,,,Kaley,Gerlach,white,nonhispanic,F,New York  New York  US,684 Morar Orchard,New York,New York,Richmond County,36059,11040
cba09e90-cd4d-13b4-fe4e-ac72d13f3549,01/01/1970,999-97-2397,S99948122,X18523011X,Karl,Labadie,black,nonhispanic,M,Jefferson Valley-Yorktown  New York  US,652 Bauch Highlands,New York,New York,Richmond County,36085,10309
37d2ec48-9abe-ffe3-aa20-44816de46b83,01/01/1970,999-74-2749,S99942812,X9253700X,Agustín,Echevarría,white,hispanic,M,San Salvador  El Salvador  SV,575 Blick Loaf,New York,New York,Richmond County,34017,10004
98425f20-573e-f3dc-f5c1-7c718161bb37,01/01/1970,999-47-7091,S99923459,X4742024X,Olivia,Padilla,black,hispanic,F,Bogota  Bogota  CO,366 Upton Forge Suite 79,New York,New York,Richmond County,36005,10460
cfe72569-977d-576d-089f-badeae4e6b14,01/01/1970,999-59-7751,S99910982,X32624537X,Randall,Bartolett,white,nonhispanic,M,New York  New York  US,524 Bogisich Station,New York,New York,Richmond County,36047,11223
0545e3d1-e7db-eca4-f1e0-31f5b1509e61,01/01/1970,999-26-9162,,,Wesley,Johnston,white,nonhispanic,M,La Grange  New York  US,567 Bergstrom Track,New York,New York,Richmond County,36047,11226
08e00375-0e52-e735-40c5-5276ec7fc4f7,01/01/1970,999-23-8821,S99957598,X30153057X,Marco Antonio,Vergara,white,hispanic,M,Lima  Lima Province  PE,1023 Hermiston Frontage road Unit 48,New York,New York,Richmond County,36081,11106
6df17eee-0e5b-1a19-7fae-90ee83ddf605,01/01/1970,999-89-6352,S99960633,X59558940X,Cammy,Marquardt,white,nonhispanic,F,Owasco  New York  US,156 Steuber Promenade Unit 7,New York,New York,Richmond County,36047,11210
07eb10dd-b9de-788d-75e5-279449a3ed32,01/01/1970,999-74-7910,S99947291,X30911276X,Dalton,Jones,black,nonhispanic,M,Kiryas Joel  New York  US,674 Marks Park Unit 96,New York,New York,Richmond County,36081,11103
ff8dec86-a129-7e34-215a-8f34cd1a65e8,01/01/1970,999-95-8727,,,Angelina,Hacket,white,hispanic,F,New York  New York  US,801 Stark Walk,New York,New York,Richmond County,36081,11357
a7b6911d-bdfd-3d00-d326-480a75308dc4,01/01/1970,999-41-4927,S99979794,,Shaina,Ernser,black,nonhispanic,F,New York  New York  US,1031 Hills Key,New York,New York,Richmond County,36061,10025
0519f80c-7d97-4211-ee81-72d7ee50704b,01/01/1970,999-15-3131,S99958319,,Gussie,Schaden,white,nonhispanic,F,New York  New York  US,143 Ernser Passage Unit 57,New York,New York,Richmond County,36085,10305
5390ebf6-f0c7-da7e-9fb4-3bd1c3ba3714,01/01/1970,999-86-4708,S99954249,X809047X,Dexter,Roo,white,hispanic,M,Floral Park  New York  US,641 Tremblay Junction Unit 4,New York,New York,Richmond County,36047,11223
a46a026e-f05c-1cee-e7e5-ce70c24ac2b0,01/01/1970,999-15-6997,S99950816,X37652598X,Rickey,Gerhold,black,hispanic,M,Marion  New York  US,453 Morissette Flat,New York,New York,Richmond County,36061,10022
8a23692d-1e7c-15a0-e130-8e9fbf4f00c6,01/01/1970,999-83-6546,S99973883,X25149248X,Bertram,Krajcik,black,nonhispanic,M,East Fishkill  New York  US,243 Jacobson Rue,New York,New York,Richmond County,36081,11357
a0eff9ee-eae7-84d4-7002-d1cb27e71084,01/01/1970,999-43-8852,S99985300,X60469978X,Arnoldo,Gusikowski,white,nonhispanic,M,New Rochelle  New York  US,185 Kunze Harbor,New York,New York,Richmond County,36081,11435
c09f4da7-8740-2851-3840-48999cc7698f,01/01/1970,999-35-4460,S99921113,X37896070X,Stepha,Bosco,black,nonhispanic,M,New York  New York  US,508 Conn Vista,New York,New York,Richmond County,36005,10464
1dcd1284-3343-9950-316e-f9284bdb7d12,01/01/1970,999-54-5742,S99939823,X72514541X,Seth,Windle,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,894 O'Keefe Vale,New York,New York,Richmond County,36081,11434
b586e497-1163-d547-83a5-d99814a43a4d,01/01/1970,999-95-9392,S99997932,X34795839X,Valorie,Harve,white,hispanic,F,New York  New York  US,900 Cole Loaf,New York,New York,Richmond County,36081,11415
b2ea4e63-f26f-9635-8698-88e55de356c1,01/01/1970,999-41-8595,,,Versie,Hammes,white,nonhispanic,F,New York  New York  US,154 Bechtelar Parade Unit 85,New York,New York,Richmond County,36061,10034
ae7e6ac5-ffaa-e982-6774-801bc2a9924e,01/01/1970,999-71-7180,,,Elden,Graham,asian,nonhispanic,M,Hyderabad  Andhra Pradesh  IN,765 Auer Ranch Suite 38,New York,New York,Richmond County,36047,11212
9d84062e-50ef-ae4f-696e-5d7fb79abd68,01/01/1970,999-13-4353,S99970670,X52144263X,Shad,Parisia,black,nonhispanic,M,Owego  New York  US,880 Williamson Fork Suite 91,New York,New York,Richmond County,36061,10040
920c847e-c4f2-3e32-aef1-8f77b72980c6,01/01/1970,999-45-2987,S99989753,X85016402X,Miguel,Ramírez,asian,hispanic,M,Tegucigalpa  Francisco Morazán  HN,822 Kris Park Unit 83,New York,New York,Richmond County,36061,10003
20f894cd-28d6-e2b0-c45d-6ffc26a6572e,01/01/1970,999-92-1681,S99978034,X31599280X,Tosha,Kuh,white,nonhispanic,F,Scotia  New York  US,943 Weissnat Mews,New York,New York,Richmond County,36047,11231
1282478a-daf3-67fe-1d69-06fa8fb4e4dc,01/01/1970,999-15-2072,S99937712,X41986121X,Ruthie,Oberbrunner,white,nonhispanic,F,West Hempstead  New York  US,330 Schiller Mall,New York,New York,Richmond County,36047,11238
fda3274d-b05d-f4cb-20fd-17d6cad8c3c1,01/01/1970,999-18-6265,S99913055,X71949117X,Callie,Boyer,white,nonhispanic,F,New York  New York  US,699 Cronin Track,New York,New York,Richmond County,36061,10171
ddb0e943-a6a5-b08b-83b0-b5b3ebdc0ecf,01/01/1970,999-61-1608,S99937390,X81730351X,Jesusa,Denesik,asian,nonhispanic,F,New York  New York  US,788 Labadie Flat,New York,New York,Richmond County,36047,11238
9bfc46fd-b062-81ac-5ca4-b1e973be632d,01/01/1970,999-25-8748,S99974333,X9576329X,Mayte,Coronado,black,hispanic,F,Portsmouth  Saint John Parish  DM,1044 Schumm Rue Unit 63,New York,New York,Richmond County,36061,10110
e5baeac5-ffb1-dd65-19eb-041035abcbed,01/01/1970,999-97-7903,S99910824,X75174236X,Mart,Dooley,white,nonhispanic,F,New York  New York  US,301 Crooks Common Unit 27,New York,New York,Richmond County,36081,11351
66012249-0490-1bfd-c983-a5da7a9a60b8,01/01/1970,999-74-6594,S99949900,,Nathan,Walsh,white,nonhispanic,M,New York  New York  US,932 Hane Path,New York,New York,Richmond County,36081,11418
5124a18a-15e3-7138-928e-63af083d4386,01/01/1970,999-60-5977,S99998039,X4482309X,Ronn,Ward,black,nonhispanic,M,Hartwick  New York  US,950 Murphy Gateway Apt 67,New York,New York,Richmond County,36005,10452
0d8552b9-9eee-bff8-d56b-63e209b55d42,01/01/1970,999-22-5439,S99971008,X67923842X,Keven,Collier,white,nonhispanic,M,Roslyn Heights  New York  US,362 Ruecker Spur,New York,New York,Richmond County,36047,11215
6dc010a2-0786-78ae-abae-c2e2c46a3b91,01/01/1970,999-72-7913,S99934404,X79567679X,Octavio,Correa,asian,hispanic,M,Santo Domingo  National District  DO,151 Bernier Lock Apt 41,New York,New York,Richmond County,36081,11420
444a6ca2-31ce-ce41-0099-5e7fb83ffc5f,01/01/1970,999-61-8335,S99967024,X13890252X,Kathi,Hane,white,nonhispanic,F,New York  New York  US,487 Carter Lodge,New York,New York,Richmond County,36081,11436
a5aad816-cf2e-0a5e-1886-e249ef979ce5,01/01/1970,999-18-1165,S99922711,X29730078X,Inell,Aufderhar,white,nonhispanic,F,New York  New York  US,684 Mueller Wall Suite 22,New York,New York,Richmond County,36081,11356
96ed09da-1bf3-a0cc-b751-aee5a7e1ad12,01/01/1970,999-60-2410,S99940885,X70116441X,Anderson,Nienow,white,hispanic,M,New York  New York  US,971 Purdy Key Apt 13,New York,New York,Richmond County,36047,11224
26a54513-6d74-c46e-85a5-7187e5e972d6,01/01/1970,999-85-2553,S99981544,,Kareem,Schumm,white,nonhispanic,M,New York  New York  US,118 Oberbrunner Trace Suite 53,New York,New York,Richmond County,36047,11235
65b8d64c-2f10-b2f7-b2c2-f148c7a65b8d,01/01/1970,999-72-3022,,,Julio,Rosale,asian,hispanic,M,Guatemala City  Guatemala  GT,655 Grady Vista Unit 11,New York,New York,Richmond County,36047,11229
13a48efe-aff7-c448-283b-c1e95ecdcc71,01/01/1970,999-74-3061,S99995645,X80945921X,Jaye,Powlowski,asian,nonhispanic,F,Port Washington  New York  US,797 Mante Extension,New York,New York,Richmond County,36061,10040
87ef0484-b2df-cdf7-b1a8-709f8411d1c5,01/01/1970,999-99-9259,S99990501,X34131674X,Alison,Hagenes,white,nonhispanic,F,Oneida  New York  US,627 Effertz Trail Suite 69,New York,New York,Richmond County,36061,10007
6da7e9a5-f04f-72df-8673-3eadf37ab6da,01/01/1970,999-49-4521,S99993898,X7833133X,César,Medina,asian,hispanic,M,Roseau  Saint George  DM,520 Wuckert Walk Unit 2,New York,New York,Richmond County,36061,10153
f423b9c6-eb51-0b94-f47a-5fd4a16bf31f,01/01/1970,999-10-7317,S99982146,X60464776X,Van,Robel,black,nonhispanic,M,Lindenhurst  New York  US,714 Reinger Branch,New York,New York,Richmond County,36061,10018
cd876f26-3227-52a4-a2a3-ba202cca2f16,01/01/1970,999-96-6582,S99952763,X80181007X,Stevie,Conn,white,nonhispanic,F,North Bay Shore  New York  US,908 Koelpin Plaza,New York,New York,Richmond County,36061,10020
38dbdd7d-88b1-3cc9-7784-2a10d95bb1cf,01/01/1970,999-78-6553,S99962056,X14847279X,Shannon,Monahan,asian,nonhispanic,M,North Babylon  New York  US,957 Fisher Way,New York,New York,Richmond County,36005,10464
afdead01-d9d1-1a67-5c6f-e45559646634,01/01/1970,999-81-5665,,,Dan,O'Hara,white,nonhispanic,M,New York  New York  US,597 DuBuque Ranch Apt 25,New York,New York,Richmond County,36085,10302
82b8b06f-1177-e894-f7fd-63c3244b89af,01/01/1970,999-81-7526,S99926726,X51565274X,Tisha,Waelchi,white,nonhispanic,F,New York  New York  US,110 Yost Pathway,New York,New York,Richmond County,36047,11228
18ed9512-d51b-12dd-d115-72049f62b2be,01/01/1970,999-51-9687,S99951847,X41033533X,Velvet,Kirlin,white,nonhispanic,F,Syracuse  New York  US,447 Stark Parade Apt 81,New York,New York,Richmond County,36085,10310
57d9a642-007c-f9ac-da04-31588960d1dd,01/01/1970,999-17-9116,S99911342,X75065691X,Kaitly,Gottlieb,white,nonhispanic,F,New York  New York  US,492 Bogan Branch Apt 78,New York,New York,Richmond County,36061,10282
760819c3-95be-8716-bce3-d6f919de1b7c,01/01/1970,999-25-9762,S99992175,X71538789X,Cle,Kassulke,white,nonhispanic,M,Farmingville  New York  US,836 Armstrong Rapid Apt 62,New York,New York,Richmond County,36061,10034
9344479b-36ac-d4e0-3d28-82cf92d1b642,01/01/1970,999-66-9265,S99999809,X28037986X,Marilynn,Buckridg,white,nonhispanic,F,New York  New York  US,625 Hessel Extension Unit 58,New York,New York,Richmond County,36061,10112
ff8e9ecb-73aa-8eed-763e-44d422d860c3,01/01/1970,999-63-7322,S99914331,X4395340X,Faith,Kautzer,white,hispanic,F,New York  New York  US,890 Mayer Wynd,New York,New York,Richmond County,36081,11356
541c282a-edf9-f6b8-2a82-399200221dc6,01/01/1970,999-58-4073,S99982250,X40597970X,Elvira,Uribe,hawaiian,hispanic,F,San Jose  San Jose  CR,644 Kuvalis Annex,New York,New York,Richmond County,36047,11221
f01cb94d-eb7e-2806-a7bb-b8c54c4bf9d0,01/01/1970,999-34-7742,S99951236,X53546551X,Carlotta,Huels,asian,nonhispanic,F,New York  New York  US,1058 Rohan Boulevard,New York,New York,Richmond County,36081,11415
b9e16c6d-6c1b-e0dd-1b00-2efac9b5262a,01/01/1970,999-34-3014,,,Hank,Jast,white,nonhispanic,M,New York  New York  US,580 Kiehn Frontage road Unit 2,New York,New York,Richmond County,36061,10028
8bb3b980-3b29-e35b-38b0-c1f3ece44374,01/01/1970,999-95-1091,S99971957,X85500724X,Katri,Reiche,black,nonhispanic,F,Bayville  New York  US,844 Lemke Trace Suite 76,New York,New York,Richmond County,36081,11368
ff4cfb06-491c-f825-1882-47ae8c650fb7,01/01/1970,999-77-4421,S99991110,X35774516X,Issac,Heaney,white,nonhispanic,M,Seaford  New York  US,185 Larson Loaf,New York,New York,Richmond County,36047,11231
afda47b1-6bca-e8cb-844c-9020c07c210e,01/01/1970,999-13-5187,S99989850,X6616622X,Laweren,Greenfelder,white,nonhispanic,M,North Wantagh  New York  US,105 Howe Burg,New York,New York,Richmond County,36047,11237
065b55e1-5bd3-4f6b-795e-8cf91a66a75c,01/01/1970,999-45-3037,S99971818,X72344464X,Ike,Gislason,black,nonhispanic,M,New York  New York  US,169 Koch Lodge Unit 74,New York,New York,Richmond County,36061,10128
eee077f0-9bb0-d0f0-b06d-f414373ba6db,01/01/1970,999-83-1482,S99964136,X22670004X,Danyell,Shields,white,nonhispanic,F,Rockville Centre  New York  US,852 Haley Lane Suite 67,New York,New York,Richmond County,36061,10017
6fb2bcaa-1e26-c44a-25b5-3ccb198bdd0e,01/01/1970,999-40-9443,S99918834,X14311614X,Booker,Prosacco,white,hispanic,M,Rochester  New York  US,680 McKenzie Gardens,New York,New York,Richmond County,36061,10199
d6cafbc9-1581-5541-df96-da1cd429a0d2,01/01/1970,999-13-6690,S99917664,X54452427X,Beula,Cartwright,white,nonhispanic,F,Syracuse  New York  US,184 Stracke Viaduct Unit 77,New York,New York,Richmond County,36081,11429
0306f7d5-476c-fb34-0b51-7db54a22ad2f,01/01/1970,999-75-9061,S99957744,,Dewayne,Kihn,white,nonhispanic,M,Elmira  New York  US,173 Pfannerstill Neck Suite 15,New York,New York,Richmond County,36061,10009
2409cbcc-7114-5882-05dd-b1ef4fb68351,01/01/1970,999-54-1530,S99926228,X54319689X,Ben,Marquardt,black,nonhispanic,M,New York  New York  US,655 Schaefer Stravenue Suite 88,New York,New York,Richmond County,36061,10172
587aed80-8e5f-2946-0d1e-81125b024a7d,01/01/1970,999-12-1957,,,Arnold,Kautzer,white,nonhispanic,M,New York  New York  US,458 Schimmel Fort,New York,New York,Richmond County,36061,10154
05ce089a-7bcf-83d3-7252-5cbe921bf865,01/01/1970,999-18-3878,S99935158,,Honey,Borer,white,nonhispanic,F,New York  New York  US,983 Auer Orchard Unit 37,New York,New York,Richmond County,36005,10459
712e9dc5-73b3-549d-b9f7-34a4b4b8322b,01/01/1970,999-58-8538,,,Eva,Veum,asian,nonhispanic,F,New York  New York  US,775 Dare Esplanade,New York,New York,Richmond County,36061,10162
265e2852-5bbe-7e82-417b-9c4f80e8647d,01/01/1970,999-60-2528,S99922836,X68803087X,Fredericka,Von,white,nonhispanic,F,New York  New York  US,743 Willms Parade,New York,New York,Richmond County,36047,11235
f60eeba8-3323-cd84-23d9-db5daeccf844,01/01/1970,999-68-9303,S99917155,X73247319X,Young,Yundt,black,nonhispanic,M,North Massapequa  New York  US,628 Olson Track,New York,New York,Richmond County,36047,11221
a7ddac80-1bf6-fe18-f967-e357e44022a7,01/01/1970,999-34-7579,,,Thomas,Denesik,white,nonhispanic,M,Chenango  New York  US,682 Kuhn Overpass,New York,New York,Richmond County,36059,11001
cf167ae7-a786-58e1-f984-8c4e9dde4cbd,01/01/1970,999-57-1347,,,Tany,Luettgen,black,nonhispanic,F,Garden City  New York  US,246 Deckow Route,New York,New York,Richmond County,36081,11365
5e672dd6-499b-7976-e39f-979c8381b56b,01/01/1970,999-67-3565,S99937354,X85402603X,Virgilio,Little,white,nonhispanic,M,New York  New York  US,686 Bernier Center,New York,New York,Richmond County,36047,11217
6c43fa4a-d996-e902-6123-439acd54110d,01/01/1970,999-96-9463,S99981840,X47334639X,Elliot,Johnson,white,nonhispanic,M,Floral Park  New York  US,265 Gerhold Course Unit 93,New York,New York,Richmond County,36061,10006
1050a882-854d-9a0c-8950-4751023b76c2,01/01/1970,999-72-7405,S99928502,X67238395X,Tyra,McLaughlin,white,nonhispanic,F,Kings Park  New York  US,391 Gerhold Pathway Apt 79,New York,New York,Richmond County,36061,10169
dfc6169d-6604-7e7b-ad68-e4703e11a03d,01/01/1970,999-43-6460,S99987829,X84308135X,Donovan,Schiller,white,nonhispanic,M,New York  New York  US,192 Fisher Road,New York,New York,Richmond County,36061,10010
59ec3bd8-9bd1-0699-22d9-ef56af2df279,01/01/1970,999-82-7818,S99968118,X66954706X,Newton,Yost,white,nonhispanic,M,New York  New York  US,915 Waters Parade,New York,New York,Richmond County,36081,11369
c95c242e-2c3e-9ea7-2032-5a664ead6c9b,01/01/1970,999-59-2252,S99926489,X25458199X,Wayne,Hermisto,black,nonhispanic,M,West Seneca  New York  US,718 King Port,New York,New York,Richmond County,36047,11231
339dc9df-83e8-5aa0-12c6-29529cbbbd11,01/01/1970,999-25-7276,S99912701,X15300641X,Anisa,Fay,white,nonhispanic,F,Little Falls  New York  US,164 Abshire Spur Unit 42,New York,New York,Richmond County,36047,11217
c098e679-9080-3e03-8ff2-9e6ab71167df,01/01/1970,999-51-1602,S99943748,X74897171X,Margurite,Jones,white,nonhispanic,F,New York  New York  US,167 Schamberger Mill,New York,New York,Richmond County,36081,11433
33d5d763-e09a-6660-7823-f27a6043e959,01/01/1970,999-82-9210,S99938812,X17633681X,Hyma,Schaefer,white,nonhispanic,M,Brentwood  New York  US,192 Senger Branch Apt 21,New York,New York,Richmond County,36061,10010
93aed23b-3b9c-3e2e-2a33-97bbace9e98b,01/01/1970,999-42-8043,S99921986,X66632858X,Eli,Kunde,black,nonhispanic,M,New York  New York  US,425 Rohan Skyway,New York,New York,Richmond County,36061,10020
11d191d5-8431-6af8-3cc3-cc9a2a13e094,01/01/1970,999-47-6982,S99921058,X11822797X,Ariana,Lemke,white,nonhispanic,F,Massapequa Park  New York  US,269 Effertz Row Apt 80,New York,New York,Richmond County,36047,11224
0e5f525c-835b-6958-1a8b-7eedd3ff9bcb,01/01/1970,999-15-3178,S99954420,X80579909X,Alexandria,Leuschke,white,nonhispanic,F,Nice  Provence-Alpes-Cote d'Azur  FR,620 Schimmel Mall Apt 18,New York,New York,Richmond County,36005,10460
9e90dd52-9302-8294-93d6-4301ec854b7d,01/01/1970,999-77-5024,,,Tuan,Lebsack,white,nonhispanic,M,New York  New York  US,297 Crist Track Suite 85,New York,New York,Richmond County,36081,11355
9117bd39-12c4-9afe-43f0-f90cc08d2859,01/01/1970,999-82-7506,S99912900,X63563027X,Miguel,Trujillo,white,hispanic,M,Kingston  Kingston  JM,592 Smitham Extension,New York,New York,Richmond County,36061,10010
17def1d8-52a0-cca1-37a4-bd18f55dfaee,01/01/1970,999-48-5593,S99989012,X72151667X,Omar,Mueller,white,nonhispanic,M,New York  New York  US,711 Ruecker Rapid Apt 43,New York,New York,Richmond County,36061,10278
fb3bec78-bd98-1727-4a8b-c15587132364,01/01/1970,999-21-2107,S99983670,X23798935X,Corie,McDermott,white,nonhispanic,F,New York  New York  US,373 Wolf Estate,New York,New York,Richmond County,36081,11415
6d096177-d0dc-1565-aa21-91262bc085ae,01/01/1970,999-52-4685,S99935080,X7396644X,Sally,Kirlin,white,nonhispanic,F,New York  New York  US,1042 Donnelly Approach Suite 11,New York,New York,Richmond County,36061,10039
67a6b116-3a4b-a272-aa20-4d7a88a5ec25,01/01/1970,999-67-2798,S99933552,X51955360X,Leo,Hilpert,white,nonhispanic,M,New York  New York  US,743 McDermott Wall,New York,New York,Richmond County,36085,10305
8a1bc0b2-e6f8-8f96-3a76-5a6f2a17e123,01/01/1970,999-11-1701,S99996428,X62044936X,Darrell,Bernhard,black,nonhispanic,M,New York  New York  US,732 Fadel Flat,New York,New York,Richmond County,36061,10039
54f907c2-626a-b5ad-930a-5b443b6dbb33,01/01/1970,999-39-6866,S99923042,X20008817X,Angelic,Kozey,white,nonhispanic,F,New York  New York  US,783 Bogan Crossroad Unit 19,New York,New York,Richmond County,36061,10168
3266d1e0-7e65-c8c7-9334-f31f69ca4f8b,01/01/1970,999-52-5021,S99923233,X15880053X,Nestor,Flatley,white,nonhispanic,M,New York  New York  US,1045 Bogan Way,New York,New York,Richmond County,36047,11211
e5247223-90eb-2399-64ad-3668af3afa0f,01/01/1970,999-85-8927,S99937164,X24693195X,Gabriella,Stracke,asian,nonhispanic,F,Johnson City  New York  US,958 Langworth Road Apt 29,New York,New York,Richmond County,36047,11238
2df22ec5-49b2-4926-669d-713b736ad9ab,01/01/1970,999-43-8520,S99920196,X70926661X,Elroy,Rau,white,nonhispanic,M,Buffalo  New York  US,278 Schowalter Glen Unit 28,New York,New York,Richmond County,36081,11693
ee63da0e-65ee-0b2c-c743-3374f1bd3b1f,01/01/1970,999-73-4124,S99980405,X58947083X,Georgianna,Kerluke,white,nonhispanic,F,Paris  Ile-de-France  FR,687 Stoltenberg Brook Suite 28,New York,New York,Richmond County,36081,11415
263cfed4-b110-6a30-e3ad-29aaaefbffa0,01/01/1970,999-63-2046,S99978359,X67849602X,Catherin,D'Amore,white,nonhispanic,F,New York  New York  US,362 Grant Walk,New York,New York,Richmond County,36081,11360
7c6a27df-8053-b253-cce3-44abf9bf90ff,01/01/1970,999-13-1401,S99961536,,Ana,Salcedo,white,hispanic,F,Gaudalajara  Jalisco  MX,361 Schowalter Pathway,New York,New York,Richmond County,36081,11697
9f56574d-e94c-3fed-efec-382625eaddbe,01/01/1970,999-76-3264,S99961244,X21385187X,Lael,Bartolett,white,nonhispanic,F,Buffalo  New York  US,1045 Swaniawski Plaza Suite 15,New York,New York,Richmond County,36005,10465
67d7398f-004d-8917-36c3-d7e5e1f36767,01/01/1970,999-54-4134,S99968345,X68170488X,Serafina,Funk,white,hispanic,F,Cheektowaga  New York  US,354 Stroman Club Apt 62,New York,New York,Richmond County,36047,11217
362be314-a172-ba14-2c46-9579481376b8,01/01/1970,999-32-6453,,,Heath,Bartell,white,nonhispanic,M,New York  New York  US,229 Smitham Center Unit 38,New York,New York,Richmond County,36061,10040
ee5c7468-1dd9-c1b0-466a-44a9ad2f807b,01/01/1970,999-20-2898,,,Georgianne,Ernser,asian,nonhispanic,F,Bethpage  New York  US,196 Conroy Underpass,New York,New York,Richmond County,36061,10027
86183b7c-6f8d-fbb8-d81d-a7f6c650f017,01/01/1970,999-33-7581,S99974108,X49932769X,Rickie,Fadel,white,nonhispanic,M,New York  New York  US,464 Cartwright Arcade,New York,New York,Richmond County,36061,10171
13eed416-c6c9-f8b8-e4ca-3c1a436a81b8,01/01/1970,999-81-2184,,,William,Bechtelar,white,nonhispanic,M,Plattsburgh  New York  US,206 Lindgren Bypass Unit 86,New York,New York,Richmond County,36061,10002
f6bcbaac-59e3-ddff-a56f-05a2f703ecca,01/01/1970,999-96-8816,S99971150,X3341392X,Mis,Gerlach,black,nonhispanic,F,New York  New York  US,101 Quitzon Drive,New York,New York,Richmond County,36047,11223
ec384250-ec20-11f0-03e4-1e7e260f6dc5,01/01/1970,999-79-7450,S99937291,X83615049X,Sheryll,Bins,asian,nonhispanic,F,Chongqing  Chongqing Municipality  CN,979 Jenkins Trace,New York,New York,Richmond County,36081,11361
9611f1d2-4672-74ed-53eb-8a4a2f67f6a9,01/01/1970,999-10-7699,S99984158,X89387779X,Luis,Boyle,black,nonhispanic,M,Lynbrook  New York  US,710 Runolfsson Course Apt 16,New York,New York,Richmond County,36081,11432
fbf7c7b5-fa66-d51e-6f55-f213cb796349,01/01/1970,999-80-7401,,,Hester,Grady,white,nonhispanic,F,Binghamton  New York  US,498 Fisher Spur,New York,New York,Richmond County,36081,11370
de12534d-55df-597a-acf1-ad9d4537d5ee,01/01/1970,999-83-4604,S99952514,,Myles,Kunde,asian,nonhispanic,M,New York  New York  US,517 Herzog Passage Unit 93,New York,New York,Richmond County,36081,11692
9305ac9a-5e44-a4ad-472a-0cfb60f79b83,01/01/1970,999-67-7936,S99922312,X38316885X,Billie,McCullough,white,nonhispanic,F,Copake  New York  US,1061 Kulas Manor Apt 79,New York,New York,Richmond County,36061,10026
9b77140b-e187-ff15-2a67-8011c9100742,01/01/1970,999-17-4474,S99951178,X8685248X,Minerva,Mitchell,white,nonhispanic,F,Albany  New York  US,398 Spinka Gate Suite 87,New York,New York,Richmond County,36005,10454
604145b7-dd5c-caee-86c4-4239b85e88b3,01/01/1970,999-76-6835,S99959937,X11688850X,Mike,Balistreri,white,nonhispanic,M,Grand Island  New York  US,768 Parker Gardens Apt 87,New York,New York,Richmond County,36059,11003
